seed, 8115
4,4,4,3,3,1,2,2,2,2,1,2,3,2,1,1,3,2,2,1,1,1,
4,4,4,2,1,2,2,3,3,2,1,3,1,3,2,1,2,2,1,1,1,1,
4,4,4,3,3,2,2,2,3,2,1,3,1,2,2,1,1,2,2,1,1,1,
4,4,4,2,3,2,2,2,3,1,2,1,3,2,1,2,2,2,3,1,2,1,
4,4,2,3,2,3,3,3,2,2,1,1,3,2,3,1,1,1,2,1,1,1,
4,4,4,2,3,2,3,2,2,3,2,1,1,2,1,2,1,1,1,2,1,1,
4,4,2,3,2,1,2,3,2,3,2,3,2,1,2,1,3,1,1,1,2,1,
4,4,2,3,3,2,2,4,2,1,2,2,2,3,2,1,1,2,1,1,1,1,
4,4,3,3,2,3,3,2,2,3,2,1,1,1,2,2,2,1,1,1,1,1,
4,4,4,2,3,2,2,2,3,2,1,2,3,2,2,2,1,2,3,1,1,1,
4,4,4,3,3,2,2,2,3,3,2,2,2,1,1,1,2,1,2,1,1,1,
4,4,4,3,3,2,2,2,2,1,1,2,3,1,2,2,2,1,1,2,1,1,
4,4,4,3,3,2,3,2,2,2,1,2,1,2,3,1,2,1,1,1,1,1,
4,4,2,3,3,2,4,3,2,2,2,2,1,1,1,2,1,1,1,1,2,1,
4,4,3,2,2,2,1,2,3,2,1,3,2,2,2,1,2,1,1,3,1,1,
4,4,4,3,3,2,2,3,2,2,2,1,1,2,3,2,2,1,2,1,2,1,
4,4,2,3,3,2,4,3,3,2,1,2,2,2,1,1,2,1,1,2,1,1,
4,4,3,2,2,1,2,2,3,2,3,2,1,3,2,1,1,1,2,2,1,1,
4,4,2,3,3,2,2,3,2,3,2,2,1,1,2,2,3,1,1,1,1,1,
4,4,2,2,1,2,2,3,2,2,3,2,2,2,3,2,1,1,1,1,2,1,
4,4,3,3,2,2,2,2,1,3,2,4,1,2,1,3,2,2,1,1,1,1,
4,4,4,3,3,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,1,1,
4,4,4,3,3,2,2,3,2,2,2,3,2,2,1,2,1,1,2,1,1,1,
4,4,4,2,2,1,2,1,1,3,2,3,3,2,2,1,2,1,1,2,2,1,
4,4,4,3,3,2,2,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,
4,4,4,2,3,2,3,2,2,1,2,3,3,1,1,1,1,3,2,2,1,1,
4,4,2,3,2,3,2,4,2,3,3,2,2,2,2,2,1,1,1,1,1,1,
4,4,4,2,2,2,1,1,3,3,4,2,2,1,2,2,3,2,1,1,1,1,
4,4,2,3,2,3,3,3,2,4,2,3,1,2,1,2,1,2,1,2,1,1,
4,4,2,3,2,3,2,2,4,3,2,1,2,2,3,2,2,1,2,1,1,1,
4,4,4,3,3,2,2,3,2,2,2,3,1,2,1,2,1,1,1,2,1,1,
4,4,4,2,3,3,2,2,2,3,2,1,3,3,2,2,1,1,1,2,1,1,
4,4,3,3,2,2,2,4,2,1,2,2,3,1,2,1,1,2,1,2,1,1,
4,4,4,3,2,2,3,2,2,3,2,1,2,1,3,2,1,1,2,1,1,1,
4,4,2,3,3,2,1,4,1,3,1,1,2,2,3,2,2,1,2,1,1,1,
4,4,2,2,1,2,3,3,2,3,2,2,4,2,2,1,2,1,1,1,1,1,
4,4,2,3,3,2,2,3,2,2,4,2,2,2,3,1,2,1,1,1,1,1,
4,4,2,3,2,3,2,2,3,2,1,1,1,3,2,2,1,3,2,1,2,1,
4,4,3,3,2,3,3,2,2,2,1,1,1,2,1,2,3,1,2,1,1,1,
4,4,3,2,3,2,2,1,3,2,2,4,3,2,1,2,2,2,2,1,1,1,
4,4,2,3,2,3,2,4,2,2,3,2,1,1,1,3,1,2,1,1,1,1,
4,4,2,2,2,1,2,3,3,2,2,3,1,2,2,1,3,1,2,2,1,1,
4,4,3,3,2,2,2,3,2,2,1,2,3,2,2,1,1,1,2,1,2,1,
4,4,2,3,3,2,3,2,3,1,2,2,2,3,2,1,1,1,2,1,1,1,
4,4,4,3,3,2,2,3,2,2,2,3,1,2,2,1,2,1,1,2,1,1,
4,4,3,3,2,3,2,2,1,2,4,2,2,2,1,1,2,2,1,1,1,1,
4,4,4,2,3,3,2,2,3,2,2,1,3,3,2,1,1,2,1,1,1,1,
4,4,4,3,3,2,2,3,2,2,2,1,2,1,3,2,1,2,2,1,1,1,
4,4,4,2,2,1,2,1,3,2,2,3,2,3,1,1,1,2,1,2,1,1,
4,4,2,3,2,1,2,3,4,2,2,1,1,1,3,2,2,2,1,1,1,1,
4,4,4,3,3,2,2,3,2,2,1,2,3,2,2,1,2,1,2,1,1,1,
4,4,3,3,2,1,2,1,1,3,4,2,2,1,1,1,2,2,1,3,2,1,
4,4,3,3,2,2,1,3,3,2,2,1,3,2,2,1,1,1,2,2,1,1,
4,4,2,3,3,2,4,2,1,2,2,2,2,1,2,3,3,2,1,1,1,1,
4,4,3,3,2,2,2,3,3,2,1,2,1,2,4,1,2,2,1,1,1,1,
4,4,2,2,1,2,2,3,4,1,2,1,3,1,2,2,1,2,2,1,2,0,
4,4,3,3,2,2,3,2,2,2,1,1,3,2,2,1,2,3,2,1,1,1,
4,4,3,3,2,2,3,1,2,4,2,2,1,2,1,3,2,2,1,1,1,1,
4,4,4,2,3,2,3,1,3,2,1,3,2,1,2,3,2,1,1,2,1,1,
4,4,4,3,2,2,3,2,1,1,1,3,2,2,2,2,1,2,2,1,1,1,
4,4,3,2,3,2,2,2,3,2,3,1,2,1,2,3,2,1,1,1,1,0,
4,4,3,3,2,4,2,1,2,2,2,2,2,3,1,2,1,1,1,2,1,1,
4,4,3,3,2,2,3,2,3,2,2,2,1,2,1,2,2,1,1,1,0,0,
4,4,2,2,1,2,4,2,2,2,1,2,3,2,1,1,3,2,1,2,1,1,
4,4,2,3,3,2,3,2,2,2,3,2,1,2,3,2,2,1,1,1,1,1,
4,4,2,2,1,2,2,3,3,2,4,2,1,1,1,3,2,2,1,2,1,1,
4,4,2,2,1,2,3,4,2,3,3,2,2,1,2,2,1,1,2,1,1,1,
4,4,3,3,2,2,3,2,2,3,2,1,1,2,1,1,2,2,1,2,1,1,
4,4,4,3,2,2,3,2,2,2,1,2,2,1,1,3,2,3,1,2,1,1,
4,4,2,3,2,3,2,4,1,2,1,2,2,2,3,2,2,2,1,2,1,1,
4,4,3,3,2,3,4,2,1,1,3,2,2,2,2,2,1,1,2,1,1,1,
4,4,4,2,3,3,2,1,3,3,2,2,1,2,1,2,2,1,1,1,1,1,
4,4,4,3,2,2,2,2,1,2,1,2,1,1,3,2,2,3,2,2,1,1,
4,4,4,3,2,3,2,2,2,2,1,1,1,1,3,2,3,1,2,1,1,1,
4,4,4,2,2,1,2,2,3,3,2,2,2,3,2,3,1,2,1,1,1,1,
4,4,4,2,2,1,2,2,3,3,2,2,3,2,2,1,1,1,1,2,1,1,
4,4,2,2,1,2,2,3,2,3,3,2,2,3,2,1,1,1,1,1,1,1,
4,4,2,3,3,2,2,3,3,2,1,2,1,2,4,1,1,1,2,1,2,1,
4,4,4,2,3,3,2,2,2,2,2,1,2,3,1,2,1,1,2,1,1,1,
4,4,3,3,3,2,2,2,3,1,2,3,1,2,2,1,1,1,1,1,1,1,
seed, 4187
4,4,2,3,3,2,2,2,3,2,1,3,1,2,1,2,1,2,2,2,1,1,
4,4,2,3,2,3,2,2,3,3,1,2,4,1,2,1,2,2,1,1,1,1,
4,4,4,2,2,1,2,2,3,1,2,2,2,1,1,2,1,2,2,1,2,1,
4,4,4,3,2,3,2,1,1,3,3,2,1,1,1,2,1,1,2,2,1,1,
4,4,2,2,1,2,2,3,4,2,3,2,2,1,2,2,3,1,1,1,1,1,
4,4,4,3,2,2,1,2,1,1,2,2,1,2,2,2,1,3,2,1,2,1,
4,4,2,3,2,3,2,4,3,2,2,1,2,2,2,1,1,2,1,1,1,1,
4,4,3,3,2,4,2,1,2,3,1,2,1,3,2,1,2,1,1,2,1,1,
4,4,4,3,3,2,2,2,3,1,2,2,2,1,2,1,1,2,2,1,1,1,
4,4,3,3,2,4,2,2,2,1,2,2,2,3,2,2,1,1,1,1,1,1,
4,4,4,3,3,2,2,2,2,1,3,2,2,3,2,2,2,1,1,1,1,1,
4,4,2,3,3,2,2,2,4,2,2,2,3,2,1,2,1,2,2,1,1,1,
4,4,3,3,2,2,1,2,3,4,2,2,2,2,3,1,1,3,1,1,1,1,
4,4,2,2,1,3,2,2,3,3,2,1,2,1,2,3,2,2,1,1,1,1,
4,4,2,2,1,2,3,2,3,2,1,3,2,2,3,1,1,2,2,2,1,1,
4,4,3,3,2,4,2,2,1,2,2,2,3,2,1,1,2,2,1,1,2,1,
4,4,4,3,2,3,2,3,3,2,1,2,2,2,1,1,1,1,2,1,1,1,
4,4,2,3,2,3,1,1,2,3,3,2,4,2,1,1,2,2,1,1,1,0,
4,4,2,2,2,1,2,3,2,3,2,4,3,1,1,1,1,2,1,2,1,1,
4,4,3,3,2,1,4,2,2,3,1,2,2,3,1,2,1,1,1,2,1,1,
4,4,4,3,3,2,2,3,1,1,1,2,3,3,2,2,2,2,1,2,1,1,
4,4,3,2,2,2,1,2,3,2,1,2,2,3,2,2,1,2,1,1,1,1,
4,4,4,3,3,2,2,2,1,1,1,3,1,2,2,2,1,2,1,1,1,1,
4,4,2,3,2,2,3,2,3,1,1,3,2,3,1,2,1,1,2,1,2,1,
4,4,3,3,1,2,1,4,3,3,1,2,1,2,1,2,3,2,2,1,1,1,
4,4,2,3,2,3,2,2,3,2,3,1,4,2,1,2,1,2,1,2,1,1,
4,4,2,3,2,3,2,3,2,2,3,3,2,2,1,2,1,2,1,1,1,1,
4,4,3,3,2,2,2,4,2,2,2,1,2,3,2,1,1,2,1,3,2,1,
4,4,2,3,3,2,4,2,3,3,2,1,2,2,2,2,2,2,1,1,1,1,
4,4,2,3,2,3,2,2,4,3,2,2,2,1,2,2,1,1,1,2,1,1,
4,4,3,3,2,2,1,2,3,4,2,1,2,2,2,2,1,1,2,1,1,1,
4,4,2,3,3,2,4,2,1,2,1,2,1,3,1,2,2,2,1,2,1,1,
4,4,3,3,2,3,3,2,2,2,1,2,2,2,1,1,1,3,1,1,1,1,
4,4,2,2,2,1,2,3,3,2,3,2,3,2,2,1,1,2,2,1,1,1,
4,4,4,2,2,2,1,3,2,1,2,1,2,2,3,2,1,3,2,1,1,1,
4,4,3,3,2,2,3,2,4,2,2,2,3,2,2,2,1,1,1,1,1,1,
4,4,3,2,2,2,1,2,3,4,2,1,1,1,3,2,2,2,1,2,1,1,
4,4,3,2,3,2,2,1,3,2,4,2,2,2,1,1,1,1,2,2,1,1,
4,4,3,3,2,4,2,2,1,3,2,2,2,1,1,1,2,2,1,2,1,1,
4,4,2,3,3,2,2,3,3,2,2,2,2,1,1,4,1,1,1,2,1,1,
4,4,2,3,3,2,4,2,1,3,2,2,2,1,2,1,1,3,1,1,2,1,
4,4,2,3,3,3,2,2,3,1,2,2,2,3,1,2,1,2,1,2,1,1,
4,4,3,3,2,2,2,3,3,2,4,1,1,1,2,1,2,2,2,1,2,1,
4,4,2,3,3,3,2,2,2,3,3,2,1,1,2,1,2,2,2,2,1,1,
4,4,4,3,2,2,3,2,2,1,2,2,2,3,2,1,3,1,1,2,1,1,
4,4,2,3,3,2,2,3,3,3,1,4,2,1,2,1,2,2,2,1,1,1,
4,4,2,3,3,2,1,4,2,2,1,2,2,2,2,3,2,1,1,2,1,1,
4,4,2,3,3,2,2,3,2,4,2,1,2,2,2,1,1,1,3,1,2,1,
4,4,3,3,2,1,2,2,1,4,3,2,3,2,2,1,2,2,1,1,2,1,
4,4,4,3,2,3,2,2,3,2,2,2,2,1,2,2,1,2,1,2,1,1,
4,4,4,2,2,1,2,1,1,3,2,3,2,2,3,2,1,3,2,1,2,1,
4,4,2,3,3,2,2,4,3,2,2,2,1,2,2,2,1,1,1,1,1,1,
4,4,3,3,2,2,1,2,4,2,2,1,2,2,1,1,2,3,2,1,1,1,
4,4,4,2,2,2,1,3,2,2,2,1,3,2,2,2,1,2,1,1,1,1,
4,4,4,3,3,2,2,3,2,2,2,3,1,1,1,2,2,2,2,1,1,1,
4,4,4,3,3,2,2,2,3,1,1,2,1,2,2,1,2,1,1,2,1,1,
4,4,4,3,2,2,3,2,1,3,2,2,3,2,2,1,1,1,1,1,1,1,
4,4,4,2,3,2,3,1,3,2,2,1,2,1,2,3,2,1,1,1,1,1,
4,4,2,3,3,2,2,3,4,2,1,1,1,1,1,2,2,1,2,1,2,1,
4,4,4,2,3,3,2,2,2,2,1,1,1,2,3,2,1,3,2,1,1,1,
4,4,2,3,3,2,2,4,2,2,1,2,3,2,2,3,1,1,1,2,1,1,
4,4,2,3,2,3,3,2,2,3,1,2,3,2,1,2,2,2,1,2,1,1,
4,4,2,3,3,2,2,3,2,2,1,3,2,2,1,3,2,2,1,1,1,1,
4,4,2,3,2,3,2,1,1,1,4,3,3,2,2,2,1,2,1,1,1,1,
4,4,3,2,2,2,1,3,4,2,3,2,2,1,2,1,1,2,1,1,2,1,
4,4,4,3,3,1,2,2,2,2,1,2,3,2,1,2,1,1,3,2,2,1,
4,4,2,3,2,3,3,2,2,2,3,4,2,1,2,2,1,1,1,1,1,0,
4,4,4,3,2,1,2,3,2,2,2,2,3,3,2,1,1,1,3,2,1,1,
4,4,3,3,2,2,3,2,2,3,3,1,2,2,1,1,2,1,1,3,2,1,
4,4,3,3,2,2,4,1,1,2,3,1,2,2,3,2,2,2,2,1,1,1,
4,4,3,3,2,2,2,2,1,2,3,2,2,2,3,1,1,1,3,2,1,1,
4,4,3,3,3,2,3,2,1,3,2,2,2,1,2,1,1,1,1,1,2,1,
4,4,3,3,2,2,3,3,2,1,2,4,2,1,2,2,2,1,1,1,1,1,
4,4,4,2,2,1,2,1,3,2,2,1,3,2,1,2,1,3,2,1,2,1,
4,4,2,3,3,2,3,4,2,1,2,2,2,1,2,3,2,1,2,2,1,1,
4,4,4,3,3,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,
4,4,3,3,2,2,2,1,2,4,5,3,2,2,3,2,1,2,1,1,1,1,
4,4,4,3,3,2,2,2,2,3,2,2,2,1,1,3,2,1,1,1,2,1,
4,4,4,2,3,3,2,1,1,3,3,1,2,1,1,1,2,2,1,1,1,1,
4,4,2,2,1,2,2,3,1,2,3,2,3,3,2,1,2,1,2,1,1,1,
4,4,4,3,2,3,2,2,2,1,2,3,2,1,2,1,2,1,2,1,2,1,
4,4,2,3,1,3,2,2,1,3,2,2,2,4,1,2,1,1,3,2,1,0,
4,4,2,3,3,2,2,3,2,2,1,1,3,2,2,3,1,1,1,2,1,1,
4,4,2,3,2,3,3,2,2,2,1,3,2,2,1,3,2,3,2,1,1,1,
4,4,4,3,2,3,3,2,2,2,2,1,3,1,2,1,2,1,1,2,1,1,
4,4,2,3,3,2,2,3,2,3,2,1,2,2,1,2,1,1,1,1,2,1,
4,4,2,2,1,2,2,3,2,3,3,2,2,2,1,1,3,2,1,1,1,1,
4,4,2,3,2,1,2,3,4,3,4,2,3,1,2,1,2,2,3,1,1,1,
4,4,3,3,2,2,3,1,2,4,2,3,2,2,2,1,1,2,1,1,2,1,
4,4,4,2,3,3,2,2,1,1,2,1,2,2,1,2,3,2,1,3,2,1,
4,4,2,3,2,3,3,2,2,3,2,4,1,2,1,1,1,2,1,1,1,0,
4,4,4,3,3,2,2,2,2,1,2,2,3,3,2,2,1,1,1,1,1,1,
4,4,2,2,1,2,3,4,2,1,2,3,2,3,2,2,2,2,1,2,1,1,
4,4,2,3,3,1,2,2,2,3,1,2,3,2,4,1,1,2,3,2,1,1,
4,4,3,3,2,2,1,2,1,3,4,1,2,2,2,2,2,2,1,1,2,1,
4,4,2,3,3,2,2,1,3,2,4,2,2,2,3,2,1,1,1,1,1,1,
4,4,2,3,3,2,2,3,2,3,1,2,2,2,2,1,1,1,1,1,2,1,
4,4,4,3,2,3,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,
4,4,2,2,1,2,2,3,4,2,1,2,1,2,2,3,3,1,1,1,1,1,
4,4,3,3,1,2,1,4,1,2,1,3,2,2,2,2,1,3,2,1,1,1,
seed, 3641
4,4,2,3,3,2,4,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,
4,4,3,2,2,1,2,2,3,2,3,2,1,2,2,1,2,2,1,1,1,1,
4,4,2,2,1,2,2,3,2,3,1,4,3,1,2,2,1,2,2,1,1,1,
4,4,4,3,3,2,2,2,2,2,3,2,1,3,2,2,1,1,1,1,1,1,
4,4,2,2,2,1,2,3,4,2,3,1,2,3,2,1,2,1,2,1,1,1,
4,4,2,2,1,2,2,3,3,2,2,2,3,4,2,1,2,1,1,1,1,1,
4,4,3,3,2,3,3,2,2,3,2,1,1,2,1,3,1,2,1,2,1,1,
4,4,3,3,2,4,2,3,2,1,2,2,1,2,2,1,2,1,1,2,1,1,
4,4,2,3,3,2,2,2,3,2,2,3,1,2,3,2,1,1,1,1,1,1,
4,4,3,3,2,3,2,3,2,3,2,2,1,2,2,1,2,1,1,1,1,1,
4,4,2,3,3,2,2,3,3,3,4,2,1,2,2,1,1,2,1,1,1,1,
4,4,2,3,3,4,2,2,3,3,2,1,2,1,1,1,1,2,1,2,2,1,
4,4,2,3,3,4,2,3,1,2,2,1,2,2,1,1,1,1,3,2,2,1,
4,4,4,2,2,1,2,1,3,2,2,1,3,2,1,2,1,3,2,1,1,1,
4,4,4,2,2,1,2,1,3,2,2,2,3,2,2,1,2,2,1,1,2,1,
4,4,2,3,1,3,2,2,1,3,2,2,2,3,4,2,1,1,1,1,1,1,
4,4,2,2,1,3,2,2,4,2,2,2,1,3,1,2,3,2,1,1,1,1,
4,4,2,3,3,2,4,3,1,2,2,1,2,2,3,2,1,1,1,1,1,1,
4,4,3,3,2,2,4,1,2,2,1,2,1,1,3,2,2,1,1,1,1,1,
4,4,2,3,3,2,2,1,3,2,2,3,2,2,3,1,2,2,1,1,1,1,
4,4,4,3,2,3,3,2,1,3,1,1,2,3,2,2,2,1,1,1,1,1,
4,4,2,3,1,3,2,2,4,3,1,2,2,2,1,1,1,3,2,2,1,1,
4,4,2,2,1,2,2,3,2,3,3,2,2,2,1,1,3,1,2,1,1,1,
4,4,3,3,2,2,4,1,1,2,1,2,3,3,2,2,2,1,2,2,2,1,
4,4,2,3,2,2,3,3,2,4,2,3,3,1,1,2,1,1,2,1,2,1,
4,4,2,3,2,3,2,2,3,2,3,4,2,1,1,2,1,2,1,2,1,1,
4,4,2,3,3,2,4,3,3,2,1,2,2,1,1,1,1,2,1,1,2,1,
4,4,3,2,2,2,1,2,3,4,5,3,1,2,1,1,3,2,2,1,2,1,
4,4,2,3,1,3,2,2,4,2,2,1,2,2,3,2,2,1,1,1,1,1,
4,4,2,2,2,1,2,2,4,3,2,3,2,2,1,2,1,2,1,3,1,1,
4,4,4,2,2,1,2,1,3,2,2,2,3,2,2,2,3,1,1,1,1,1,
4,4,4,3,3,2,1,1,1,4,2,2,3,2,2,1,1,1,2,2,1,1,
4,4,3,3,2,3,3,2,2,2,2,1,2,1,2,2,1,1,3,2,1,1,
4,4,4,3,3,2,2,3,3,1,2,1,2,1,2,1,2,1,1,2,1,1,
4,4,2,3,3,2,2,2,4,3,2,3,2,1,2,1,2,1,1,1,1,1,
4,4,2,2,2,1,2,3,3,2,3,3,2,1,2,1,1,1,1,1,2,1,
4,4,2,3,3,2,2,2,2,4,2,2,1,2,1,2,1,3,1,2,1,1,
4,4,2,3,3,2,2,2,3,3,2,2,1,1,2,3,2,2,1,2,1,1,
4,4,2,3,2,2,3,2,2,1,1,3,2,2,2,1,1,1,1,1,2,1,
4,4,2,3,3,2,2,3,1,2,1,2,4,3,2,1,2,1,1,1,2,1,
4,4,4,2,1,2,2,3,2,2,3,3,2,1,1,1,2,2,1,1,1,1,
4,4,4,2,3,3,2,2,2,2,1,3,2,3,2,3,1,1,1,1,1,1,
4,4,4,3,3,2,2,3,3,2,2,2,1,2,1,1,2,1,2,2,1,0,
4,4,2,3,3,2,2,3,3,2,3,2,1,1,2,2,2,1,1,1,1,0,
4,4,4,2,2,1,2,1,3,2,2,2,3,2,2,2,3,2,1,1,1,1,
4,4,2,3,3,2,3,2,3,1,2,2,1,3,1,2,1,2,2,1,1,1,
4,4,4,3,2,3,1,3,2,2,1,2,1,1,3,2,1,1,1,1,1,1,
4,4,2,3,2,3,2,1,4,1,3,2,2,2,1,2,1,2,2,1,1,1,
4,4,2,3,2,3,3,3,2,4,1,2,2,1,3,1,2,1,2,1,2,1,
4,4,2,3,3,3,2,2,2,1,2,2,2,2,2,2,1,1,1,3,1,1,
4,4,4,2,3,2,2,3,1,2,1,1,3,2,1,2,1,3,1,1,1,0,
4,4,3,3,2,2,3,2,3,2,2,2,2,1,3,2,1,1,1,1,1,1,
4,4,4,2,1,2,2,3,3,1,3,2,1,2,2,1,1,3,2,2,1,0,
4,4,2,3,3,2,2,2,1,2,4,1,1,2,1,2,2,3,2,1,1,1,
4,4,2,2,1,3,2,2,1,2,3,2,1,2,3,1,1,2,3,1,2,1,
4,4,2,3,3,2,3,3,2,1,2,2,1,2,1,3,1,2,1,2,1,1,
4,4,2,2,1,2,2,3,2,3,3,2,2,2,1,3,2,1,1,1,2,1,
4,4,2,2,1,3,2,2,3,4,1,2,2,1,3,3,2,1,1,1,2,1,
4,4,2,3,3,2,2,3,3,2,2,4,1,1,2,2,1,2,1,1,1,1,
4,4,4,3,2,3,2,2,3,2,1,2,1,3,1,2,2,1,1,1,1,1,
4,4,3,2,2,2,1,2,3,4,2,1,1,1,3,2,2,2,2,1,1,1,
4,4,2,3,3,2,2,3,2,1,2,4,1,1,2,1,2,1,1,1,1,1,
4,4,4,2,2,1,3,2,2,2,1,2,1,2,3,3,2,1,2,2,1,1,
4,4,4,3,2,2,2,2,2,2,2,1,1,3,3,2,2,1,1,1,1,1,
4,4,2,3,2,3,3,2,2,1,2,2,2,3,2,3,2,2,1,1,1,1,
4,4,2,3,3,2,3,2,2,2,3,1,2,3,2,2,1,1,1,1,1,1,
4,4,2,3,3,2,2,4,3,2,1,2,1,3,3,1,2,1,1,3,2,1,
4,4,2,3,3,3,2,2,2,1,1,1,3,2,2,1,1,1,2,1,1,1,
4,4,4,3,3,2,1,2,2,2,3,2,2,2,3,1,1,2,1,2,1,1,
4,4,4,2,3,3,2,2,2,2,1,3,2,2,2,3,1,2,1,2,1,1,
4,4,4,2,1,2,2,3,2,2,2,2,3,2,2,1,1,2,1,2,1,1,
4,4,2,3,2,3,3,3,2,2,1,3,2,1,2,1,2,2,2,1,1,1,
4,4,3,3,2,3,2,2,1,3,2,3,1,1,1,2,2,2,1,1,1,1,
4,4,2,3,3,2,2,4,2,3,2,3,1,2,2,1,2,1,1,2,1,1,
4,4,4,3,2,3,3,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,
4,4,2,3,2,3,3,2,2,3,2,1,3,2,2,3,1,2,1,2,1,1,
4,4,2,3,3,4,2,1,1,2,1,2,3,3,2,2,2,2,1,1,1,0,
4,4,4,3,2,2,2,2,1,2,2,3,2,1,1,1,3,3,1,2,1,1,
4,4,3,2,3,2,2,2,4,2,1,1,1,3,2,2,2,1,2,1,2,1,
4,4,4,3,2,2,2,2,1,3,1,3,2,3,2,1,1,1,1,2,1,1,
4,4,4,3,2,2,3,2,2,2,2,3,3,2,1,1,1,3,1,1,1,1,
4,4,2,3,2,3,2,2,3,2,1,3,2,2,1,1,1,1,1,3,2,1,
4,4,2,2,2,1,2,2,4,2,2,1,3,2,1,2,3,1,2,2,1,1,
4,4,4,3,3,2,2,1,2,3,2,1,2,3,2,1,2,1,2,1,1,1,
4,4,4,2,3,2,3,2,2,1,3,2,2,2,2,1,1,2,2,1,1,1,
4,4,3,3,2,2,3,2,3,2,1,2,2,2,2,1,2,1,1,1,1,1,
4,4,2,3,2,1,4,2,2,3,2,2,2,1,1,2,2,1,1,1,1,1,
4,4,2,3,2,3,2,2,2,2,1,2,3,2,3,2,2,1,1,1,1,1,
4,4,2,2,2,1,2,2,3,3,4,2,2,2,1,2,2,1,1,2,1,1,
4,4,2,3,3,2,2,2,2,3,2,1,1,3,1,2,2,1,1,2,1,1,
4,4,3,2,3,2,4,2,2,1,2,2,2,1,2,2,3,1,1,1,1,1,
4,4,4,3,2,2,3,2,2,2,3,3,1,2,1,1,1,2,1,1,1,1,
4,4,4,2,3,2,3,2,2,2,2,1,2,3,1,1,2,2,1,1,2,1,
4,4,4,3,2,2,2,1,2,2,3,2,1,3,2,2,2,1,2,1,2,1,
4,4,4,2,3,3,2,3,1,3,2,1,3,2,2,1,1,2,1,1,1,1,
4,4,2,3,3,2,2,3,2,2,4,1,1,2,1,2,3,1,1,1,2,1,
4,4,2,3,2,1,4,2,3,3,1,2,1,2,1,2,3,2,1,1,1,1,
4,4,4,3,3,2,2,3,2,2,2,3,3,2,1,1,1,1,1,1,1,1,
4,4,2,3,3,2,1,4,2,2,2,1,1,2,3,3,2,1,2,1,1,1,
4,4,3,2,3,2,4,2,1,1,1,3,4,1,3,1,2,1,1,1,0,0,
seed, 8591
4,4,4,3,3,2,2,2,3,1,1,3,2,2,1,1,1,2,2,1,2,1,
4,4,4,2,3,3,2,2,2,2,1,3,2,1,3,2,2,1,1,1,1,1,
4,4,4,2,3,3,2,2,2,1,2,2,3,2,2,1,3,1,2,1,1,1,
4,4,2,3,3,2,2,2,4,2,1,1,1,3,2,1,3,2,1,1,1,1,
4,4,2,3,3,2,4,2,1,1,1,3,1,1,1,2,3,1,1,1,0,0,
4,4,4,3,3,2,2,2,2,1,2,3,1,1,1,3,2,2,2,1,2,1,
4,4,4,2,3,3,2,2,3,2,2,3,2,2,2,1,1,2,2,2,1,1,
4,4,2,3,2,3,1,1,2,3,3,1,2,3,2,3,2,1,1,1,2,1,
4,4,4,2,3,2,2,3,2,2,2,1,3,2,2,1,3,1,2,1,2,1,
4,4,2,3,3,2,2,4,2,3,2,1,2,1,2,3,1,1,1,2,1,1,
4,4,2,3,3,2,2,2,4,3,3,2,1,2,1,2,2,2,2,1,1,1,
4,4,4,2,3,2,2,3,3,2,2,3,1,2,1,2,1,1,1,1,1,1,
4,4,2,3,2,2,3,3,2,2,2,4,3,3,1,1,2,1,1,1,2,1,
4,4,3,3,2,2,4,1,2,3,1,2,2,3,1,2,2,1,1,1,1,1,
4,4,2,3,3,2,2,3,2,4,3,2,2,1,1,1,2,2,2,1,1,1,
4,4,2,2,1,2,2,3,4,2,3,2,2,3,2,1,2,1,1,2,1,1,
4,4,4,3,3,2,2,2,1,2,2,1,2,3,1,2,1,1,2,1,1,1,
4,4,2,3,3,2,3,2,4,2,2,1,2,2,1,3,2,1,2,1,1,1,
4,4,2,2,1,2,3,4,2,2,1,2,2,2,2,1,2,1,1,1,2,1,
4,4,2,3,3,2,2,1,1,3,3,2,1,3,1,2,1,1,1,1,2,1,
4,4,2,3,2,1,2,3,2,3,2,2,3,2,1,1,3,2,2,1,1,1,
4,4,3,3,2,1,4,2,3,1,2,2,2,1,1,1,3,2,2,1,1,1,
4,4,2,3,3,2,4,3,2,2,2,3,1,2,2,1,1,2,1,1,1,1,
4,4,2,3,3,2,2,2,1,2,3,2,3,3,1,2,2,2,1,1,1,1,
4,4,2,3,3,4,2,3,1,2,2,2,2,2,2,3,1,1,1,2,1,1,
4,4,3,2,2,2,1,2,3,2,4,1,1,2,2,2,2,3,1,2,1,1,
4,4,4,2,1,2,2,3,3,2,2,2,3,2,1,1,3,2,2,2,1,1,
4,4,2,3,2,3,2,4,3,2,2,2,1,1,2,2,2,1,1,2,1,1,
4,4,4,3,3,1,2,2,2,1,2,3,2,2,1,3,2,2,2,1,1,1,
4,4,2,3,3,1,4,1,3,2,2,1,1,3,2,1,2,1,2,2,1,1,
